rank,name,platform,year,genre,publisher,na_sales,eu_sales,jp_sales,other_sales,global_sales
15266,dragon's lair,ds,2010.0,platform,destineer,0.02,0.0,0.0,0.0,0.02
15267,shinken de watashi ni koi shinasai! r,ps3,2012.0,action,minato station,0.0,0.0,0.02,0.0,0.02
15268,whiteout,ps2,2002.0,racing,konami digital entertainment,0.01,0.01,0.0,0.0,0.02
15269,shiratsuyu no kai,psp,2013.0,adventure,idea factory,0.0,0.0,0.02,0.0,0.02
15270,dungeon defenders,pc,2011.0,role-playing,unknown,0.02,0.0,0.0,0.0,0.02
15271,final fantasy xiv: heavensward,ps3,2015.0,action,square enix,0.01,0.0,0.01,0.0,0.02
15272,sniper elite v2,wiiu,2013.0,shooter,505 games,0.0,0.02,0.0,0.0,0.02
15273,world neverland 2in1 portable: olerud kingdom & republic of pluto,psp,2008.0,simulation,fonfun,0.0,0.0,0.02,0.0,0.02
15274,xgra: extreme g racing association,gc,2003.0,racing,acclaim entertainment,0.02,0.0,0.0,0.0,0.02
15275,command & conquer: the first decade,pc,2006.0,strategy,electronic arts,0.01,0.01,0.0,0.0,0.02
15276,thomas & friends: hero of the rails,wii,2010.0,misc,unknown,0.0,0.02,0.0,0.0,0.02
15277,taito legends 2,ps2,2006.0,misc,empire interactive,0.01,0.01,0.0,0.0,0.02
15278,world championship poker featuring howard lederer: all in,wii,2006.0,misc,505 games,0.02,0.0,0.0,0.0,0.02
15279,kill.switch,gba,2004.0,shooter,zoo digital publishing,0.02,0.01,0.0,0.0,0.02
15280,"renai banchou: inochi meishi, koiseyo otome! love is power!!!",psp,2010.0,adventure,idea factory,0.0,0.0,0.02,0.0,0.02
15281,jinsei game wii,wii,2007.0,misc,takara tomy,0.0,0.0,0.02,0.0,0.02
15282,heavy fire: the chosen few 3d,3ds,2011.0,shooter,mastiff,0.02,0.0,0.0,0.0,0.02
15283,motto hayaku! seikaku ni! suu sense keisan ryuoku up training - suutore,ds,2008.0,misc,benesse,0.0,0.0,0.02,0.0,0.02
15284,hyakka hyakurou: sengoku ninpoujou,psv,2016.0,adventure,d3publisher,0.0,0.0,0.02,0.0,0.02
15285,jake hunter: detective chronicles,ds,2008.0,adventure,aksys games,0.02,0.0,0.0,0.0,0.02
15286,gekka ryouran romance,psp,2011.0,adventure,idea factory,0.0,0.0,0.02,0.0,0.02
15287,don bradman cricket 14,ps3,2014.0,sports,tru blu entertainment,0.0,0.02,0.0,0.0,0.02
15288,guess the logos,xb,2004.0,puzzle,sega,0.02,0.0,0.0,0.0,0.02
15289,ore no yome: anata dake no hanayome,x360,2010.0,adventure,idea factory,0.0,0.0,0.02,0.0,0.02
15290,crime scene,ds,2009.0,adventure,nobilis,0.0,0.02,0.0,0.0,0.02
15291,military history: commander - europe at war,psp,2009.0,strategy,slitherine software,0.0,0.01,0.0,0.01,0.02
15292,nighttruth: explanation of the paranormal - the making of nighttruth: voice selection,sat,1996.0,misc,sonnet,0.0,0.0,0.02,0.0,0.02
15293,final approach 2: 1st priority,ps2,2008.0,adventure,princess soft,0.0,0.0,0.02,0.0,0.02
15294,stormrise,pc,2009.0,strategy,sega,0.0,0.02,0.0,0.0,0.02
15295,gochuumon wa usagi desu ka?? wonderful party!,psv,2016.0,adventure,5pb,0.0,0.0,0.02,0.0,0.02
15296,moujuutsukai to oujisama: snow bride,ps2,2011.0,adventure,idea factory,0.0,0.0,0.02,0.0,0.02
15297,detective jinguuji saburo: ronde revenge,3ds,2012.0,action,arc system works,0.0,0.0,0.02,0.0,0.02
15298,casper: spirit dimensions,gc,2002.0,platform,tdk mediactive,0.02,0.0,0.0,0.0,0.02
15299,meitantei evangelion,ps2,2007.0,adventure,broccoli,0.0,0.0,0.02,0.0,0.02
15300,tsuyo kiss 2 portable,psp,2010.0,adventure,netrevo,0.0,0.0,0.02,0.0,0.02
15301,butt-ugly martians: zoom or doom!,ps2,2002.0,racing,vivendi games,0.01,0.01,0.0,0.0,0.02
15302,mar heaven: karudea no akuma,ds,2006.0,role-playing,konami digital entertainment,0.0,0.0,0.02,0.0,0.02
15303,f1 2016 (codemasters),pc,2016.0,racing,codemasters,0.0,0.02,0.0,0.0,0.02
15304,brain dead 13,ps,1996.0,adventure,coconuts japan,0.01,0.01,0.0,0.0,0.02
15305,spider-man 3,pc,2007.0,platform,activision,0.02,0.0,0.0,0.0,0.02
15306,robotics;notes,x360,2012.0,adventure,5pb,0.0,0.0,0.02,0.0,0.02
15307,hoppie,ds,2011.0,platform,jack of all games,0.02,0.0,0.0,0.0,0.02
15308,rugby league team manager 2015,pc,2015.0,action,alternative software,0.0,0.02,0.0,0.0,0.02
15309,shaberu! ds oryouri navi: marugoto teikoku hotel: saikouhou no ryouri-chou ga oshieru katei ryouri,ds,2007.0,misc,tecmo koei,0.0,0.0,0.02,0.0,0.02
15310,the lord of the rings online: mines of moria,pc,2008.0,role-playing,codemasters online,0.0,0.02,0.0,0.0,0.02
15311,t.a.c. heroes : big red one,ds,2010.0,strategy,storm city games,0.02,0.0,0.0,0.0,0.02
15312,war leaders: clash of nations,pc,2009.0,strategy,cdv software entertainment,0.0,0.02,0.0,0.0,0.02
15313,dungeons & dragons: shadow over mystara,ps3,2013.0,role-playing,capcom,0.0,0.0,0.02,0.0,0.02
15314,the king of fighters neowave,xb,2006.0,fighting,snk playmore,0.02,0.0,0.0,0.0,0.02
15315,super pickups,ps2,2007.0,racing,xs games,0.01,0.01,0.0,0.0,0.02
15316,puzzle quest: challenge of the warlords,psp,2007.0,puzzle,d3publisher,0.01,0.0,0.0,0.0,0.02
15317,aquanaut's holiday,ps,1995.0,adventure,sony computer entertainment,0.01,0.01,0.0,0.0,0.02
15318,negima!? chou mahora taisen chuu: checkiin zenin shuugou! yappari onsen kichaimashitaa,ds,2007.0,adventure,marvelous interactive,0.0,0.0,0.02,0.0,0.02
15319,runaway: a twist of fate,ds,nan,adventure,focus home interactive,0.0,0.02,0.0,0.0,0.02
15320,hot 'n' cold,ds,2009.0,action,majesco entertainment,0.02,0.0,0.0,0.0,0.02
15321,nisenochigiri,psp,2010.0,adventure,idea factory,0.0,0.0,0.02,0.0,0.02
15322,wakeboarding unleashed featuring shaun murray,gba,2003.0,sports,aspyr,0.01,0.01,0.0,0.0,0.02
15323,the testament of sherlock holmes,x360,2012.0,adventure,focus home interactive,0.0,0.02,0.0,0.0,0.02
15324,kikou heidan j-phoenix: cobalt shoutaihen,ps2,2002.0,action,takara,0.0,0.0,0.02,0.0,0.02
15325,last escort,ps2,2006.0,adventure,d3publisher,0.0,0.0,0.02,0.0,0.02
15326,meikyuu cross blood: reloaded,x360,2011.0,action,unknown,0.0,0.0,0.02,0.0,0.02
15327,livly garden,ds,2010.0,simulation,marvelous interactive,0.0,0.0,0.02,0.0,0.02
15328,nicktoons collection: game boy advance video volume 3,gba,2005.0,misc,nan,0.01,0.01,0.0,0.0,0.02
15329,elminage iii: ankoku no shito to yaiyou no kyuuden,psp,2011.0,role-playing,starfish,0.0,0.0,0.02,0.0,0.02
15330,commando: steel disaster,ds,2008.0,shooter,lexicon entertainment,0.02,0.0,0.0,0.0,0.02
15331,aria: the natural ~tooi yume no mirage~,ps2,2006.0,adventure,alchemist,0.0,0.0,0.02,0.0,0.02
15332,hellgate: london,pc,2007.0,role-playing,electronic arts,0.0,0.02,0.0,0.0,0.02
15333,katekyoo hitman reborn! dream hyper battle! wii,wii,2008.0,fighting,marvelous interactive,0.0,0.0,0.02,0.0,0.02
15334,the awakened fate ultimatum,ps3,2014.0,role-playing,nippon ichi software,0.0,0.0,0.02,0.0,0.02
15335,gal gun,ps3,2012.0,shooter,alchemist,0.0,0.0,0.02,0.0,0.02
15336,chuck e. cheese's super collection,wii,2011.0,action,ufo interactive,0.02,0.0,0.0,0.0,0.02
15337,hakuouki: yuugi roku ds,ds,2011.0,adventure,idea factory,0.0,0.0,0.02,0.0,0.02
15338,mystery tales 2: the spirit mask,ds,2011.0,puzzle,unknown,0.0,0.02,0.0,0.0,0.02
15339,kung fu panda: showdown of legendary legends,3ds,2015.0,action,little orbit,0.0,0.02,0.0,0.0,0.02
15340,shonen jump's shaman king: master of spirits 2,gba,2005.0,role-playing,konami digital entertainment,0.01,0.01,0.0,0.0,0.02
15341,dead rising,ps4,2016.0,action,capcom,0.01,0.0,0.0,0.0,0.02
15342,homefront: the revolution,pc,2016.0,shooter,deep silver,0.0,0.02,0.0,0.0,0.02
15343,toki no kizuna: hanayui tsuzuri,psp,2013.0,adventure,idea factory,0.0,0.0,0.02,0.0,0.02
15344,the technomancer,xone,2016.0,role-playing,focus home interactive,0.01,0.01,0.0,0.0,0.02
15345,rinne no lagrange: kamogawa days,ps3,2012.0,adventure,namco bandai games,0.0,0.0,0.02,0.0,0.02
15346,toca race driver 3,pc,2006.0,racing,codemasters,0.0,0.02,0.0,0.0,0.02
15347,airport simulator,pc,2011.0,simulation,unknown,0.0,0.02,0.0,0.0,0.02
15348,casper's scare school: spooky sports day,wii,2009.0,sports,blast! entertainment ltd,0.02,0.0,0.0,0.0,0.02
15349,code r,sat,1998.0,adventure,quintet,0.0,0.0,0.02,0.0,0.02
15350,the idolmaster: gravure for you! vol.8,ps3,2012.0,action,namco bandai games,0.0,0.0,0.02,0.0,0.02
15351,disney sports football,gba,2002.0,sports,unknown,0.01,0.01,0.0,0.0,0.02
15352,oil rush,pc,2012.0,strategy,iceberg interactive,0.0,0.02,0.0,0.0,0.02
15353,cabela's big game hunter: pro hunts,wiiu,2014.0,shooter,activision,0.02,0.0,0.0,0.0,0.02
15354,chicken hunter,ds,2007.0,shooter,phoenix games,0.02,0.0,0.0,0.0,0.02
15355,hakuoki: shinkai - furi no shou,psv,2015.0,action,idea factory,0.0,0.0,0.02,0.0,0.02
15356,demolition company: gold edition,pc,2011.0,simulation,nan,0.0,0.02,0.0,0.0,0.02
15357,headhunter: redemption,xb,2004.0,action,sega,0.02,0.0,0.0,0.0,0.02
15358,onechanbara special,psp,2011.0,action,d3publisher,0.0,0.0,0.02,0.0,0.02
15359,daikaijuu battle: ultra coliseum,wii,2008.0,fighting,namco bandai games,0.0,0.0,0.02,0.0,0.02
15360,saki: achiga-hen portable,psp,2013.0,adventure,alchemist,0.0,0.0,0.02,0.0,0.02
15361,bella sara 2 - the magic of drasilmare,3ds,2013.0,adventure,big ben interactive,0.0,0.02,0.0,0.0,0.02
15362,minna de dokusho: keatai shousetsu desu,psp,2008.0,misc,dorart,0.0,0.0,0.02,0.0,0.02
15363,polar bowler,ds,2008.0,sports,mumbo jumbo,0.02,0.0,0.0,0.0,0.02
15364,prehistorik man,gba,2001.0,platform,thq,0.01,0.01,0.0,0.0,0.02
15365,f1 2002,gba,2002.0,racing,"destination software, inc",0.01,0.01,0.0,0.0,0.02
15366,chicago enforcer,xb,2005.0,shooter,kemco,0.02,0.0,0.0,0.0,0.02
15367,jinguuji saburou ds: akai chou,ds,2010.0,adventure,arc system works,0.0,0.0,0.02,0.0,0.02
15368,dance dance revolution extra mix,ps,2001.0,simulation,konami digital entertainment,0.0,0.0,0.02,0.0,0.02
15369,unchainblades exxiv,psp,2012.0,role-playing,furyu,0.0,0.0,0.02,0.0,0.02
15370,princess isabella: a witch's curse,wii,2010.0,adventure,destineer,0.02,0.0,0.0,0.0,0.02
15371,meitantei conan: kieta hakase to machigai sagashi no tou,ds,2008.0,adventure,namco bandai games,0.0,0.0,0.02,0.0,0.02
15372,the legend of heroes: trails in the sky third chapter,psv,2016.0,role-playing,nihon falcom corporation,0.0,0.0,0.02,0.0,0.02
15373,pippa funnell: ranch rescue,wii,2007.0,adventure,ubisoft,0.0,0.02,0.0,0.0,0.02
15374,jewel link: galactic quest,ds,2012.0,action,avanquest software,0.0,0.02,0.0,0.0,0.02
15375,super bowling,n64,1999.0,sports,athena,0.02,0.0,0.0,0.0,0.02
15376,rat attack!,n64,2000.0,puzzle,mindscape,0.02,0.0,0.0,0.0,0.02
15377,kawaii koinu ds 3,ds,2010.0,simulation,mto,0.0,0.0,0.02,0.0,0.02
15378,chuugen no hasha: sangoku shouseiden,psp,2006.0,strategy,namco bandai games,0.0,0.0,0.02,0.0,0.02
15379,chevrolet camaro: wild ride,ds,2010.0,racing,storm city games,0.02,0.0,0.0,0.0,0.02
15380,the sims 2: happy holiday stuff,pc,2006.0,simulation,electronic arts,0.01,0.01,0.0,0.0,0.02
15381,largo winch .// commando sar,ps,2002.0,adventure,ubisoft,0.01,0.01,0.0,0.0,0.02
15382,joker no kuni no alice: wonderful wonder world,psp,2011.0,adventure,quinrose,0.0,0.0,0.02,0.0,0.02
15383,cross treasures,ds,2009.0,role-playing,square enix,0.0,0.0,0.02,0.0,0.02
15384,ruff trigger: the vanocore conspiracy,ps2,2006.0,platform,natsume,0.01,0.01,0.0,0.0,0.02
15385,silent bomber,ps,1999.0,action,virgin interactive,0.01,0.01,0.0,0.0,0.02
15386,samurai & dragons,psv,2012.0,action,sega,0.0,0.0,0.02,0.0,0.02
15387,tv anime idolm@ster: cinderella girls g4u! pack vol.7,ps3,2015.0,misc,namco bandai games,0.0,0.0,0.02,0.0,0.02
15388,elminage original: majo to megami to kamigami no yubiwa,psp,2011.0,role-playing,starfish,0.0,0.0,0.02,0.0,0.02
15389,talkman,psp,2006.0,misc,sony computer entertainment,0.0,0.0,0.02,0.0,0.02
15390,xgra: extreme g racing association,xb,2003.0,racing,acclaim entertainment,0.02,0.0,0.0,0.0,0.02
15391,uta no * prince-sama,psp,2010.0,adventure,broccoli,0.0,0.0,0.02,0.0,0.02
15392,ridge racer unbounded,pc,2012.0,racing,namco bandai games,0.0,0.02,0.0,0.0,0.02
15393,elminage gothic: ulm zakir to yami no gishiki,psp,2012.0,role-playing,starfish,0.0,0.0,0.02,0.0,0.02
15394,planetarium creator ohira takayuki kanshuu: homestar portable - 21st century star navigator,psp,2006.0,misc,sega,0.0,0.0,0.02,0.0,0.02
15395,crayon shin-chan: uchuu de achoo!? yuujou no oba-karate!!,3ds,2011.0,action,namco bandai games,0.0,0.0,0.02,0.0,0.02
15396,invizimals: the resistance,psv,2014.0,role-playing,sony computer entertainment,0.0,0.02,0.0,0.0,0.02
15397,anima - gate of memories,ps4,2016.0,action,avanquest,0.0,0.02,0.0,0.0,0.02
15398,b-17: fortress in the sky,ds,2007.0,simulation,dsi games,0.02,0.0,0.0,0.0,0.02
15399,mushishi: amefuru sato,ds,2008.0,simulation,marvelous interactive,0.0,0.0,0.02,0.0,0.02
15400,arcana famiglia: vascello phantasma no majutsushi,psp,2012.0,action,comfort,0.0,0.0,0.02,0.0,0.02
15401,the legend of heroes: trails in the sky second chapter,ps3,2013.0,role-playing,falcom corporation,0.0,0.0,0.02,0.0,0.02
15402,motocross mania 3,xb,2005.0,racing,take-two interactive,0.01,0.0,0.0,0.0,0.02
15403,psycho-pass: mandatory happiness,psv,2016.0,adventure,nippon ichi software,0.0,0.01,0.01,0.0,0.02
15404,espn mls extratime 2002,gc,2002.0,sports,konami digital entertainment,0.02,0.0,0.0,0.0,0.02
15405,winning post 7: maximum 2007,ps2,2007.0,sports,tecmo koei,0.0,0.0,0.02,0.0,0.02
15406,resident evil: umbrella corps,ps4,2016.0,action,capcom,0.0,0.0,0.02,0.0,0.02
15407,strike witches: anata to dekiru koto - a little peaceful days,ps2,2010.0,action,russel,0.0,0.0,0.02,0.0,0.02
15408,vitamin r,psp,2013.0,adventure,d3publisher,0.0,0.0,0.02,0.0,0.02
15409,fist of the north star: ken's rage 2,wiiu,2013.0,fighting,tecmo koei,0.0,0.0,0.02,0.0,0.02
15410,maximum racing: crash car racer,wii,2010.0,racing,nordic games,0.01,0.01,0.0,0.0,0.02
15411,dragon ball z: buu's fury / dragon ball gt: transformation,gba,2006.0,action,atari,0.01,0.01,0.0,0.0,0.02
15412,deus ex: mankind divided,pc,2016.0,role-playing,square enix,0.0,0.02,0.0,0.0,0.02
15413,guitar freaks v2 & drummania v2,ps2,2006.0,simulation,konami digital entertainment,0.0,0.0,0.02,0.0,0.02
15414,backyard baseball '09,ps2,2008.0,sports,atari,0.01,0.01,0.0,0.0,0.02
15415,puzzle city,ds,2009.0,puzzle,destineer,0.02,0.0,0.0,0.0,0.02
15416,gakuen k: wonderful school days,psp,2014.0,adventure,idea factory,0.0,0.0,0.02,0.0,0.02
15417,worms,x360,2007.0,strategy,microsoft game studios,0.0,0.02,0.0,0.0,0.02
15418,rollercoaster tycoon world,pc,2016.0,simulation,atari,0.0,0.02,0.0,0.0,0.02
15419,pastel chime continue,psp,2010.0,adventure,5pb,0.0,0.0,0.02,0.0,0.02
15420,trapped dead,pc,2011.0,strategy,iceberg interactive,0.0,0.02,0.0,0.0,0.02
15421,super fruit fall,wii,2006.0,puzzle,system 3 arcade software,0.01,0.0,0.0,0.0,0.02
15422,zwei!!,psp,2008.0,role-playing,falcom corporation,0.0,0.0,0.02,0.0,0.02
15423,pump it up: exceed,xb,2005.0,misc,mastiff,0.01,0.0,0.0,0.0,0.02
15424,ro-kyu-bu! lost secret,psp,2013.0,adventure,kadokawa shoten,0.0,0.0,0.02,0.0,0.02
15425,cv casting voice,ps3,2014.0,adventure,namco bandai games,0.0,0.0,0.02,0.0,0.02
15426,littlest pet shop,pc,2008.0,simulation,electronic arts,0.0,0.02,0.0,0.0,0.02
15427,net high,psv,2015.0,adventure,marvelous games,0.0,0.0,0.02,0.0,0.02
15428,malice,ps2,2004.0,platform,evolved games,0.01,0.01,0.0,0.0,0.02
15429,defendin' de penguin,ds,2008.0,strategy,zushi games,0.02,0.0,0.0,0.0,0.02
15430,the sims 2: family fun stuff,pc,2006.0,simulation,electronic arts,0.0,0.01,0.0,0.0,0.02
15431,sega ages 2500 series vol. 32: phantasy star complete collection,ps2,2008.0,role-playing,sega,0.0,0.0,0.02,0.0,0.02
15432,worldwide soccer manager 2007,pc,2006.0,sports,sega,0.0,0.02,0.0,0.0,0.02
15433,heroes of the pacific,pc,2005.0,simulation,codemasters,0.0,0.02,0.0,0.0,0.02
15434,kokoro connect: yochi random,psp,2012.0,action,namco bandai games,0.0,0.0,0.02,0.0,0.02
15435,tenkai knights: brave battle,3ds,2014.0,action,namco bandai games,0.01,0.01,0.0,0.0,0.02
15436,mount & blade: warband,pc,2010.0,role-playing,paradox interactive,0.01,0.01,0.0,0.0,0.02
15437,horrid henry: missions of mischief,wii,2010.0,adventure,southpeak games,0.0,0.02,0.0,0.0,0.02
15438,dark tales: edgar allan poe's the premature burial,pc,2012.0,puzzle,focus multimedia,0.0,0.02,0.0,0.0,0.02
15439,painkiller: hell & damnation,x360,2013.0,shooter,nordic games,0.0,0.01,0.0,0.0,0.02
15440,resident evil zero,pc,2016.0,action,capcom,0.01,0.01,0.0,0.0,0.02
15441,warship gunner 2 portable,psp,2009.0,simulation,tecmo koei,0.0,0.0,0.02,0.0,0.02
15442,nervous brickdown,ds,2007.0,puzzle,eidos interactive,0.0,0.01,0.0,0.0,0.02
15443,downtown nekketsu jidaigek,3ds,2015.0,action,arc system works,0.0,0.0,0.02,0.0,0.02
15444,mini ninjas,pc,2009.0,action,eidos interactive,0.0,0.02,0.0,0.0,0.02
15445,legend of kay anniversary,ps4,2015.0,action,nordic games,0.0,0.02,0.0,0.0,0.02
15446,nhl 09,pc,2008.0,sports,electronic arts,0.0,0.02,0.0,0.0,0.02
15447,spanish for everyone!,ds,2007.0,puzzle,activision,0.02,0.0,0.0,0.0,0.02
15448,battle princess of arcadias,ps3,2013.0,role-playing,nippon ichi software,0.0,0.0,0.02,0.0,0.02
15449,nobunaga's ambition: tenshouki with power-up kit hd version,psv,2015.0,strategy,tecmo koei,0.0,0.0,0.02,0.0,0.02
15450,germany's next topmodel 2011,wii,2011.0,simulation,7g//ames,0.0,0.02,0.0,0.0,0.02
15451,uchuu keiji tamashii: the space sheriff spirits,ps2,2006.0,action,namco bandai games,0.0,0.0,0.02,0.0,0.02
15452,angelique retour,psv,2015.0,action,tecmo koei,0.0,0.0,0.02,0.0,0.02
15453,winx club: saving alfea,ds,2014.0,action,namco bandai games,0.02,0.0,0.0,0.0,0.02
15454,ufo: trilogy,pc,2007.0,strategy,unknown,0.0,0.02,0.0,0.0,0.02
15455,mount & blade collection,pc,2012.0,role-playing,paradox interactive,0.0,0.02,0.0,0.0,0.02
15456,car battler joe,gba,2001.0,role-playing,victor interactive,0.01,0.01,0.0,0.0,0.02
15457,vietcong,pc,2003.0,shooter,gathering of developers,0.0,0.02,0.0,0.0,0.02
15458,stormlover karen!!,psp,2011.0,adventure,d3publisher,0.0,0.0,0.02,0.0,0.02
15459,digimon rumble arena 2,xb,2004.0,fighting,atari,0.01,0.0,0.0,0.0,0.02
15460,steins;gate: hiyoku renri no darling,ps3,2012.0,adventure,5pb,0.0,0.0,0.02,0.0,0.02
15461,ten pin alley 2,wii,2008.0,sports,xs games,0.02,0.0,0.0,0.0,0.02
15462,coded soul: uke keigareshi idea,psp,2008.0,role-playing,sony computer entertainment,0.0,0.0,0.02,0.0,0.02
15463,starship troopers,pc,2005.0,shooter,empire interactive,0.0,0.02,0.0,0.0,0.02
15464,air,psp,2007.0,adventure,prototype,0.0,0.0,0.02,0.0,0.02
15465,crysis: warhead,pc,2008.0,shooter,electronic arts,0.0,0.02,0.0,0.0,0.02
15466,hana to otome ni shukufuku o: harekaze no okurimono,ps2,2010.0,adventure,alchemist,0.0,0.0,0.02,0.0,0.02
15467,dino dini's kick off revival,ps4,2016.0,sports,avanquest,0.0,0.02,0.0,0.0,0.02
15468,garfield gets real,ds,2009.0,action,zushi games,0.0,0.02,0.0,0.0,0.02
15469,mighty no. 9,wiiu,2016.0,platform,deep silver,0.01,0.01,0.0,0.0,0.02
15470,atlantic quest,pc,2011.0,puzzle,avanquest,0.0,0.02,0.0,0.0,0.02
15471,tycoon city: new york,pc,2006.0,strategy,atari,0.0,0.02,0.0,0.0,0.02
15472,tv anime idolm@ster: cinderella girls g4u! pack vol.5,ps3,2015.0,action,namco bandai games,0.0,0.0,0.02,0.0,0.02
15473,agatha christie: the abc murders,pc,2016.0,adventure,microids,0.0,0.02,0.0,0.0,0.02
15474,virtua pro football,ps2,2006.0,sports,sega,0.0,0.0,0.02,0.0,0.02
15475,date-a-live twin edition: rio reincarnation,psv,2015.0,action,compile heart,0.0,0.0,0.02,0.0,0.02
15476,adidas power soccer 98,ps,1998.0,sports,psygnosis,0.01,0.01,0.0,0.0,0.02
15477,natsuiro high school: seishun hakusho,ps4,2015.0,action,d3publisher,0.0,0.0,0.02,0.0,0.02
15478,black rose valkyrie,ps4,2016.0,role-playing,idea factory,0.0,0.0,0.02,0.0,0.02
15479,yu-gi-oh! 5d's wheelie breakers (jp sales),wii,nan,racing,unknown,0.0,0.0,0.02,0.0,0.02
15480,heroes vs,psp,2013.0,fighting,namco bandai games,0.0,0.0,0.02,0.0,0.02
15481,kazoku keikaku,psp,2010.0,adventure,cyberfront,0.0,0.0,0.02,0.0,0.02
15482,sotsugyou ii: neo generation special,3do,1995.0,simulation,imageworks,0.0,0.0,0.02,0.0,0.02
15483,"transformers: revenge of the fallen (xbox 360, ps3, & pc versions)",pc,2009.0,shooter,activision,0.02,0.0,0.0,0.0,0.02
15484,agatha christie's the abc murders,ps4,2016.0,adventure,microids,0.01,0.01,0.0,0.0,0.02
15485,tom clancy's splinter cell classic trilogy hd,ps3,2011.0,action,ubisoft,0.02,0.0,0.0,0.0,0.02
15486,aoishiro,ps2,2008.0,adventure,success,0.0,0.0,0.02,0.0,0.02
15487,rainbow islands revolution,ds,2005.0,platform,rising star games,0.01,0.0,0.0,0.0,0.02
15488,"warhammer 40,000: dawn of war: soulstorm",pc,2008.0,strategy,thq,0.0,0.02,0.0,0.0,0.02
15489,virtual kasparov,gba,2002.0,strategy,titus,0.01,0.01,0.0,0.0,0.02
15490,codename: kids next door: operation v.i.d.e.o.g.a.m.e.,xb,2005.0,platform,global star,0.01,0.0,0.0,0.0,0.02
15491,dynasty warriors 8: empires,psv,2015.0,action,tecmo koei,0.0,0.0,0.02,0.0,0.02
15492,mary king's riding school,ds,2008.0,simulation,ghostlight,0.0,0.02,0.0,0.0,0.02
15493,devil survivor: over clock,3ds,2015.0,strategy,atlus,0.0,0.0,0.02,0.0,0.02
15494,pc engine best collection: tengai makyou collection,psp,2008.0,role-playing,hudson soft,0.0,0.0,0.02,0.0,0.02
15495,commandos 3: destination berlin,pc,2003.0,strategy,eidos interactive,0.0,0.02,0.0,0.0,0.02
15496,otoko yukaku,psv,2015.0,action,d3publisher,0.0,0.0,0.02,0.0,0.02
15497,speed kings,gc,2003.0,racing,acclaim entertainment,0.01,0.0,0.0,0.0,0.02
15498,spirits and demons: 5 game pack,pc,2015.0,misc,focus multimedia,0.0,0.02,0.0,0.0,0.02
15499,rose to tasogare no kojou,psv,2016.0,action,nippon ichi software,0.0,0.0,0.02,0.0,0.02
15500,army rescue,wii,2009.0,shooter,ufo interactive,0.02,0.0,0.0,0.0,0.02
15501,azada,3ds,2012.0,puzzle,licensed 4u,0.0,0.02,0.0,0.0,0.02
15502,espn mls extratime 2002,xb,2002.0,sports,konami digital entertainment,0.01,0.0,0.0,0.0,0.02
15503,zettai meikyuu grimm: nanatsu no kagi to rakuen no otome,psp,2010.0,misc,karin entertainment,0.0,0.0,0.02,0.0,0.02
15504,dreamer series: horse trainer,ds,2008.0,simulation,dreamcatcher interactive,0.02,0.0,0.0,0.0,0.02
15505,hogs of war,ps,2000.0,strategy,infogrames,0.01,0.01,0.0,0.0,0.02
